web3bugs_35_H_11,web3bugs,S6-4,Ticks,cross,40;49,erroneous_accounting,ConcentratedLiquidityPool: incorrect feeGrowthGlobal accounting when crossing ticks,Dataset/Web3Bugs/S6_4/contest_35_H_11,not_detectable,wrong-code
web3bugs_39_H_02,web3bugs,S6-4,Swivel,exitVaultFillingVaultInitiate,280,erroneous_accounting,Swivel: Taker is charged fees twice in exitVaultFillingVaultInitiate,Dataset/Web3Bugs/S6_4/contest_39_H_02,not_detectable,inexpressible-expected-value
web3bugs_42_H_05,web3bugs,S6-4,MochiVault,borrow,248,erroneous_accounting,debts calculation is not accurate,Dataset/Web3Bugs/S6_4/contest_42_H_05,excluded,duplicate_of_42_H_01
web3bugs_44_H_02,web3bugs,S6-4,Swap,fillZrxQuote,210;215,erroneous_accounting,Wrong calculation of erc20Delta and ethDelta,Dataset/Web3Bugs/S6_4/contest_44_H_02,not_detectable,interface-call-return-top
web3bugs_51_H_02,web3bugs,S6-4,SwapUtils,rampTargetPrice,1573;1578,erroneous_accounting,Can not update target price,Dataset/Web3Bugs/S6_4/contest_51_H_02,annotated
web3bugs_51_H_04,web3bugs,S6-4,SwapUtils,getYC,765;767;768,erroneous_accounting,Swaps are not split when trade crosses target price,Dataset/Web3Bugs/S6_4/contest_51_H_04,not_detectable,inexpressible-expected-value
web3bugs_52_H_04,web3bugs,S6-4,TwapOracle,consult,156,erroneous_accounting,TwapOracle doesn’t calculate VADER:USDV exchange rate correctly,Dataset/Web3Bugs/S6_4/contest_52_H_04,not_detectable,loop-widening
web3bugs_52_H_09,web3bugs,S6-4,VaderReserve,reimburseImpermanentLoss,85,erroneous_accounting,VaderPoolV2 incorrectly calculates the amount of IL protection to send to LPs,Dataset/Web3Bugs/S6_4/contest_52_H_09,excluded,bug-not-in-target-contract
web3bugs_52_H_15,web3bugs,S6-4,VaderRouter,_swap,326,erroneous_accounting,VaderRouter._swap performs wrong swap,Dataset/Web3Bugs/S6_4/contest_52_H_15,not_detectable,wrong-code
web3bugs_52_H_23,web3bugs,S6-4,VaderPoolV2,mintSynth,161,erroneous_accounting,Synth tokens can get over-minted,Dataset/Web3Bugs/S6_4/contest_52_H_23,excluded,missing-dependency
web3bugs_52_H_25,web3bugs,S6-4,VaderMath,calculateSwap,105,erroneous_accounting,Wrong design of swap() results in unexpected and unfavorable outputs,Dataset/Web3Bugs/S6_4/contest_52_H_25,excluded,not-a-bug
web3bugs_52_H_28,web3bugs,S6-4,TwapOracle,consult,156,erroneous_accounting,Incorrect Price Consultation Results,Dataset/Web3Bugs/S6_4/contest_52_H_28,excluded,duplicate_of_52_H_04
web3bugs_52_H_34,web3bugs,S6-4,TwapOracle,consult,129;152,erroneous_accounting,Incorrect Accrual Of sumNative and sumUSD In Producing Consultation Results,Dataset/Web3Bugs/S6_4/contest_52_H_34,not_detectable,loop-widening
web3bugs_56_H_02,web3bugs,S6-4,CDP,update,39,erroneous_accounting,CDP.sol update overwrites user’s credit on every positive increment,Dataset/Web3Bugs/S6_4/contest_56_H_02,annotated
web3bugs_58_H_02,web3bugs,S6-4,LpIssuer,_chargeFees,270,erroneous_accounting,Wrong implementation of performanceFee can cause users to lose 50% to 100% of their funds,Dataset/Web3Bugs/S6_4/contest_58_H_02,not_detectable,interface-call-return-top
web3bugs_59_H_04,web3bugs,S6-4,AuctionBurnReserveSkew,getPegDeltaFrequency,131,erroneous_accounting,AuctionBurnReserveSkew.getPegDeltaFrequency() Wrong implementation can result in an improper amount of excess Liquidity Extension balance to be used at the end of an auction,Dataset/Web3Bugs/S6_4/contest_59_H_04,not_detectable,loop-widening
web3bugs_59_H_05,web3bugs,S6-4,AuctionEscapeHatch,exitEarly,83;87,erroneous_accounting,AuctionEschapeHatch.sol#exitEarly updates state of the auction wrongly,Dataset/Web3Bugs/S6_4/contest_59_H_05,not_detectable,interface-call-return-top
web3bugs_60_H_01,web3bugs,S6-4,OptimisticLedgerLib,settleAccount,68;73,erroneous_accounting,Wrong shortfall calculation,Dataset/Web3Bugs/S6_4/contest_60_H_01,annotated
web3bugs_61_H_01,web3bugs,S6-4,CreditLine,_borrowTokensToLiquidate,1050,erroneous_accounting,In CreditLine#_borrowTokensToLiquidate,Dataset/Web3Bugs/S6_4/contest_61_H_01,not_detectable,interface-call-return-top
web3bugs_61_H_04,web3bugs,S6-4,YearnYield,getTokensForShares,180,erroneous_accounting,Yearn token <> shares conversion decimal issue,Dataset/Web3Bugs/S6_4/contest_61_H_04,not_detectable,interface-call-return-top
web3bugs_62_H_01,web3bugs,S6-4,Stream,recoverTokens,654,erroneous_accounting,Wrong calculation of excess depositToken allows stream creator to retrieve depositTokenFlashloanFeeAmount,Dataset/Web3Bugs/S6_4/contest_62_H_01,not_detectable,interface-call-return-top
web3bugs_62_H_03,web3bugs,S6-4,Stream,recoverTokens,672,erroneous_accounting,Reward token not correctly recovered,Dataset/Web3Bugs/S6_4/contest_62_H_03,not_detectable,missing-code
web3bugs_70_H_03,web3bugs,S6-4,LiquidityBasedTWAP,_calculateUSDVPrice,399;403,erroneous_accounting,Oracle doesn’t calculate USDV/VADER price correctly,Dataset/Web3Bugs/S6_4/contest_70_H_03,not_detectable,loop-widening
web3bugs_70_H_04,web3bugs,S6-4,LiquidityBasedTWAP,syncVaderPrice,131;140;144;147,erroneous_accounting,Vader TWAP averages wrong,Dataset/Web3Bugs/S6_4/contest_70_H_04,not_detectable,loop-widening
web3bugs_70_H_05,web3bugs,S6-4,LiquidityBasedTWAP,_calculateUSDVPrice,412,erroneous_accounting,Oracle returns an improperly scaled USDV/VADER price,Dataset/Web3Bugs/S6_4/contest_70_H_05,not_detectable,loop-widening
web3bugs_70_H_08,web3bugs,S6-4,VaderReserve,reimburseImpermanentLoss,98;102,erroneous_accounting,Reserve does not properly apply prices of VADER and USDV tokens,Dataset/Web3Bugs/S6_4/contest_70_H_08,not_detectable,interface-call-return-top
web3bugs_70_H_09,web3bugs,S6-4,USDV,mint,76;109,erroneous_accounting,USDV.sol Mint and Burn Amounts Are Incorrect,Dataset/Web3Bugs/S6_4/contest_70_H_09,not_detectable,interface-call-return-top
web3bugs_71_H_11,web3bugs,S6-4,PoolTemplate,resume,709;710;711,erroneous_accounting,PoolTemplate.sol#resume() Wrong implementation of resume() will compensate overmuch redeem amount from index pools,Dataset/Web3Bugs/S6_4/contest_71_H_11,not_detectable,interface-call-return-top
web3bugs_77_H_01,web3bugs,S6-4,MathLib,calculateLiquidityTokenQtyForSingleAssetEntry,174;175;176;177;178;179;180;181;182;183;184;185,erroneous_accounting,In the case of Single Asset Entry,Dataset/Web3Bugs/S6_4/contest_77_H_01,annotated
web3bugs_79_H_02,web3bugs,S6-4,LaunchEvent,createPair,398,erroneous_accounting,Wrong token allocation computation for token decimals != 18 if floor price not reached,Dataset/Web3Bugs/S6_4/contest_79_H_02,not_detectable,interface-call-return-top
web3bugs_113_H_05,web3bugs,S6-4,NFTPairWithOracle,_lend,316,erroneous_accounting,Mistake while checking LTV to lender accepted LTV,Dataset/Web3Bugs/S6_4/contest_113_H_05,not_detectable,wrong-code
web3bugs_24_H_03,web3bugs,S3-1,SwappableYieldSource,setYieldSource,258;268;269,inconsistent_state_updates,setYieldSource leads to temporary wrong results in share calculation,Dataset/Web3Bugs/S3_1/contest_24_H_03,excluded,multi-transaction
web3bugs_36_H_02,web3bugs,S3-1,Basket,auctionBurn,105,inconsistent_state_updates,Basket.sol auctionBurn failed auction freezes funds due to missing ibRatio update,Dataset/Web3Bugs/S3_1/contest_36_H_02,not_detectable,missing-code
web3bugs_51_H_03,web3bugs,S3-1,SwapUtils,_xp,666;676,inconsistent_state_updates,SwapUtils.sol wrong tokenPrecisionMultipliers implementation,Dataset/Web3Bugs/S3_1/contest_51_H_03,excluded,multi-transaction
web3bugs_58_H_04,web3bugs,S3-1,AaveVault,tvl,47,inconsistent_state_updates,AaveVault does not update TVL on deposit/withdraw causing wrong share calculation,Dataset/Web3Bugs/S3_1/contest_58_H_04,not_detectable,interface-call-return-top
web3bugs_62_H_08,web3bugs,S3-1,Stream,updateStreamInternal,226;229;230,inconsistent_state_updates,ts.tokens sometimes calculated incorrectly,Dataset/Web3Bugs/S3_1/contest_62_H_08,annotated
web3bugs_65_H_01,web3bugs,S3-1,Basket,handleFees,136;137,inconsistent_state_updates,Wrong fee calculation after totalSupply was 0,Dataset/Web3Bugs/S3_1/contest_65_H_01,not_detectable,missing-code
web3bugs_70_H_10,web3bugs,S3-1,LiquidityBasedTWAP,syncVaderPrice,187,inconsistent_state_updates,previousPrices is never updated upon syncing token price,Dataset/Web3Bugs/S3_1/contest_70_H_10,annotated
web3bugs_83_H_01,web3bugs,S3-1,MasterChef,add,89,inconsistent_state_updates,Wrong reward token calculation in MasterChef due to stale totalPoints,Dataset/Web3Bugs/S3_1/contest_83_H_01,not_detectable,missing-code
web3bugs_192_H_01,web3bugs,S3-1,Lock,extendLock,90;91,inconsistent_state_updates,Lock.sol extendLock does not update totalLocked causing accounting error,Dataset/Web3Bugs/S3_1/contest_192_H_01,not_detectable,missing-code
